Index;GOÄ;Schlüssel;GOÄZiffer;Beschreibung;Punktzahl;Einfachfaktor;Einfachsatz;Regelhöchstfaktor;Regelhöchstsatz;Höchstfaktor;Höchstsatz;Ausschlussziffer;go;ziffer;analog
61;GOÄ 106:;106;z 106; Entnahme einer Körperflüssigkeit bei einem Toten;150;1;8,74;2,3;20,11;3,5;30,6;Ausschlussziffern: GOÄ 250, GOÄ 251, GOÄ 300, GOÄ 301, GOÄ 302, GOÄ 303, GOÄ 304, GOÄ 305, GOÄ 305a, GOÄ 306, GOÄ 307, GOÄ 308, GOÄ 310, GOÄ 311, GOÄ 312, GOÄ 314, GOÄ 315, GOÄ 316, GOÄ 317, GOÄ 318, GOÄ 319, GOÄ 321;GOAE;z 106;
62;GOÄ 107:;107;z 107; Bulbusentnahme bei einem Toten;250;1;14,57;2,3;33,52;3,5;51;Ausschlussziffern: GOÄ 108, GOÄ 1339, GOÄ 1346, GOÄ Abschnitt L;GOAE;z 107;
63;GOÄ 108:;108;z 108; Hornhautentnahme aus einem Auge bei einem Toten;230;1;13,41;2,3;30,83;3,5;46,92;Ausschlussziffern: GOÄ 107, GOÄ 1339, GOÄ 1346;GOAE;z 108;
64;GOÄ 109:;109;z 109; Entnahme eines Herzschrittmachers bei einem Toten;220;1;12,82;2,3;29,49;3,5;44,88;Ausschlussziffern: GOÄ 3096, GOÄ 3097;GOAE;z 109;
65;GOÄ 200:;200;z 200; Verband – ausgenommen Schnell- und Sprühverbände, Augen-, Ohrenklappen oder Dreiecktücher –;45;1;2,62;2,3;6,03;3,5;9,18;Ausschlussziffern: GOÄ 435, GOÄ 204;GOAE;z 200;
66;GOÄ 201:;201;z 201; Redressierender Klebeverband des Brustkorbs oder dachziegelförmiger Klebeverband – ausgenommen Nabelverband –;65;1;3,79;2,3;8,71;3,5;13,26;Ausschlussziffern: GOÄ 435;GOAE;z 201;
67;GOÄ 204:;204;z 204; Zirkulärer Verband des Kopfes oder des Rumpfes (auch als Wundverband),  stabilisierender Verband des Halses, des Schulter- oder Hüftgelenks oder einer Extremität über mindestens zwei große Gelenke,  Schanz’scher Halskrawattenverband, Kompressionsverband;95;1;5,54;2,3;12,74;3,5;19,38;Ausschlussziffern: GOÄ 435, GOÄ 200;GOAE;z 204;
68;GOÄ 206:;206;z 206; Tape-Verband eines kleinen Gelenks;70;1;4,08;2,3;9,38;3,5;14,28;Ausschlussziffern: GOÄ 201, GOÄ 435;GOAE;z 206;
69;GOÄ 207:;207;z 207; Tape-Verband eines großen Gelenks oder Zinkleimverband;100;1;5,83;2,3;13,41;3,5;20,4;Ausschlussziffern: GOÄ 201, GOÄ 204, GOÄ 210, GOÄ 211, GOÄ 212, GOÄ 213, GOÄ 214, GOÄ 217, GOÄ 218, GOÄ 225, GOÄ 227, GOÄ 228, GOÄ 229, GOÄ 230, GOÄ 231, GOÄ 232, GOÄ 235, GOÄ 236, GOÄ 237, GOÄ 238, GOÄ 239, GOÄ 240, GOÄ 435;GOAE;z 207;
70;GOÄ 208:;208;z 208; Stärke- oder Gipsfixation, zusätzlich zu einem Verband;30;1;1,75;2,3;4,02;3,5;6,12;Ausschlussziffern:;GOAE;z 208;
71;GOÄ 209:;209;z 209; Großflächiges Auftragen von Externa (z.B. Salben, Cremes, Puder, Lotionen, Lösungen) zur Behandlung von Hautkrankheiten mindestens einer Körperregion (Extremität, Kopf, Brust, Bauch, Rücken), je Sitzung;150;1;8,74;2,3;20,11;3,5;30,6;Ausschlussziffern: GOÄ 435;GOAE;z 209;
72;GOÄ 210:;210;z 210; Kleiner Schienenverband – auch als Notverband bei Frakturen –;75;1;4,37;2,3;10,05;3,5;15,3;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 228, GOÄ 229, GOÄ 237, GOÄ 238, GOÄ 435;GOAE;z 210;
73;GOÄ 211:;211;z 211; Kleiner Schienenverband – bei Wiederanlegung derselben, gegebenenfalls auch veränderten Schiene –;60;1;3,5;2,3;8,04;3,5;12,24;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 228, GOÄ 229, GOÄ 237, GOÄ 238, GOÄ 435;GOAE;z 211;
74;GOÄ 212:;212;z 212; Schienenverband mit Einschluß von mindestens zwei großen Gelenken (Schulter-, Ellenbogen-, Hand-, Knie-, Fußgelenk) – auch als Notverband bei Frakturen –;160;1;9,33;2,3;21,45;3,5;32,64;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 228, GOÄ 229, GOÄ 237, GOÄ 238;GOAE;z 212;
75;GOÄ 213:;213;z 213; Schienenverband mit Einschluß von mindestens zwei großen Gelenken (Schulter-, Ellenbogen-, Hand-, Knie-, Fußgelenk) – bei Wiederanlegung derselben, gegebenenfalls auch veränderten Schiene –;100;1;5,83;2,3;13,41;3,5;20,4;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 228, GOÄ 229, GOÄ 237, GOÄ 238;GOAE;z 213;
76;GOÄ 214:;214;z 214; Abduktionsschienenverband – auch mit Stärke- oder Gipsfixation –;240;1;13,99;2,3;32,17;3,5;48,96;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 228, GOÄ 229, GOÄ 237, GOÄ 238;GOAE;z 214;
77;GOÄ 217:;217;z 217; Streckverband;230;1;13,41;2,3;30,83;3,5;46,92;Ausschlussziffern: GOÄ 200, GOÄ 208;GOAE;z 217;
78;GOÄ 218:;218;z 218; Streckverband mit Nagel- oder Drahtextension;660;1;38,47;2,3;88,48;3,5;134,64;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 217, GOÄ 2356;GOAE;z 218;
79;GOÄ 225:;225;z 225; Gipsfingerling;70;1;4,08;2,3;9,38;3,5;14,28;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 247;GOAE;z 225;
80;GOÄ 227:;227;z 227; Gipshülse mit Gelenkschienen;300;1;17,49;2,3;40,22;3,5;61,2;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 230, GOÄ 231, GOÄ 232, GOÄ 235, GOÄ 236, GOÄ 247;GOAE;z 227;
81;GOÄ 228:;228;z 228; Gipsschienenverband oder Gipspantoffel;190;1;11,07;2,3;25,47;3,5;38,76;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 210, GOÄ 211, GOÄ 212, GOÄ 213, GOÄ 214, GOÄ 237, GOÄ 238;GOAE;z 228;
82;GOÄ 229:;229;z 229; Gipsschienenverband – bei Wiederanlegung derselben, gegebenenfalls auch veränderten Schiene –;130;1;7,58;2,3;17,43;3,5;26,52;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 210, GOÄ 211, GOÄ 212, GOÄ 213, GOÄ 214, GOÄ 237, GOÄ 238;GOAE;z 229;
83;GOÄ 230:;230;z 230; Zirkulärer Gipsverband – gegebenenfalls als Gipstutor –;300;1;17,49;2,3;40,22;3,5;61,2;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 231, GOÄ 232, GOÄ 235, GOÄ 236, GOÄ 247;GOAE;z 230;
84;GOÄ 231:;231;z 231; Zirkulärer Gehgipsverband des Unterschenkels;360;1;20,98;2,3;48,26;3,5;73,44;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 212, GOÄ 213, GOÄ 230, GOÄ 247;GOAE;z 231;
85;GOÄ 232:;232;z 232; Zirkulärer Gipsverband mit Einschluß von mindestens zwei großen Gelenken (Schulter-, Ellenbogen-, Hand-, Knie-, Sprunggelenk);430;1;25,06;2,3;57,65;3,5;87,72;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 212, GOÄ 213, GOÄ 230, GOÄ 231, GOÄ 239, GOÄ 247;GOAE;z 232;
86;GOÄ 235:;235;z 235; Zirkulärer Gipsverband des Halses einschließlich Kopfstütze – auch mit Schultergürtel –;750;1;43,72;2,3;100,55;3,5;153;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 230, GOÄ 247;GOAE;z 235;
87;GOÄ 236:;236;z 236; Zirkulärer Gipsverband des Rumpfes;940;1;54,79;2,3;126,02;3,5;191,77;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 230, GOÄ 240, GOÄ 247, GOÄ 3316;GOAE;z 236;
88;GOÄ 237:;237;z 237; Gips- oder Gipsschienenverband mit Einschluß von mindestens zwei großen Gelenken (Schulter-, Ellenbogen-, Hand-, Knie-, Fußgelenk);370;1;21,57;2,3;49,6;3,5;75,48;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 210, GOÄ 211, GOÄ 212, GOÄ 213, GOÄ 214, GOÄ 228, GOÄ 229;GOAE;z 237;
89;GOÄ 238:;238;z 238; Gipsschienenverband mit Einschluß von mindestens zwei großen Gelenken (Schulter-, Ellenbogen-, Hand-, Knie-, Fußgelenk) – bei Wiederanlegung derselben, gegebenenfalls auch veränderten Schiene –;200;1;11,66;2,3;26,81;3,5;40,8;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 210, GOÄ 211, GOÄ 212, GOÄ 213, GOÄ 214, GOÄ 228, GOÄ 229;GOAE;z 238;
90;GOÄ 239:;239;z 239; Gipsverband für Arm mit Schulter oder Bein mit Beckengürtel;750;1;43,72;2,3;100,55;3,5;153;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 213, GOÄ 230, GOÄ 231, GOÄ 232, GOÄ 247, GOÄ 3314, GOÄ 3315;GOAE;z 239;
91;GOÄ 240:;240;z 240; Gipsbett oder Nachtschale für den Rumpf;940;1;54,79;2,3;126,02;3,5;191,77;Ausschlussziffern: GOÄ 200, GOÄ 208, GOÄ 230, GOÄ 236, GOÄ 247, GOÄ 3316, GOÄ 3317;GOAE;z 240;
92;GOÄ 245:;245;z 245; Quengelverband zusätzlich zum jeweiligen Gipsverband;110;1;6,41;2,3;14,75;3,5;22,44;Ausschlussziffern:;GOAE;z 245;
93;GOÄ 246:;246;z 246; Abnahme des zirkulären Gipsverbands;150;1;8,74;2,3;20,11;3,5;30,6;Ausschlussziffern:;GOAE;z 246;
94;GOÄ 247:;247;z 247; Fensterung, Spaltung, Schieneneinsetzung, Anlegung eines Gehbügels oder einer Abrollsohle bei einem nicht an demselben Tag angelegten Gipsverband;110;1;6,41;2,3;14,75;3,5;22,44;Ausschlussziffern: GOÄ 225, GOÄ 227, GOÄ 228, GOÄ 229, GOÄ 230, GOÄ 231, GOÄ 232, GOÄ 235, GOÄ 236, GOÄ 237, GOÄ 238, GOÄ 239, GOÄ 240, GOÄ 435;GOAE;z 247;
95;GOÄ 250:;250;z 250; Blutentnahme mittels Spritze, Kanüle oder Katheter aus der Vene;40;1;2,33;1,8;4,2;2,5;5,83;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 250a, GOÄ 262, GOÄ 284, GOÄ 285, GOÄ 288, GOÄ 289, GOÄ 435, GOÄ 451, GOÄ 452, GOÄ 478, GOÄ 479, GOÄ 1012, GOÄ 1013, GOÄ 1014, GOÄ 2029;GOAE;z 250;
96;GOÄ 250a:;250a;z 250a; Kapillarblutentnahme bei Kindern bis zum vollendeten 8. Lebensjahr;40;1;2,33;1,8;4,2;2,5;5,83;Ausschlussziffern: GOÄ 200, GOÄ 250, GOÄ 262, GOÄ 285, GOÄ 288, GOÄ 289, GOÄ 435, GOÄ 1012, GOÄ 1013, GOÄ 1014, GOÄ 2029;GOAE;z 250a;
97;GOÄ 251:;251;z 251; Blutentnahme mittels Spritze oder Kanüle aus der Arterie;60;1;3,5;2,3;8,04;3,5;12,24;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 284, GOÄ 285, GOÄ 288, GOÄ 289, GOÄ 435, GOÄ 1012, GOÄ 1013, GOÄ 1014, GOÄ 2029;GOAE;z 251;
98;GOÄ 252:;252;z 252; Injektion, subkutan, submukös, intrakutan oder intramuskulär;40;1;2,33;2,3;5,36;3,5;8,16;Ausschlussziffern: GOÄ 200, GOÄ 270, GOÄ 303, GOÄ 375, GOÄ 376, GOÄ 377, GOÄ 378, GOÄ 383, GOÄ 384, GOÄ 385, GOÄ 386, GOÄ 387, GOÄ 388, GOÄ 389, GOÄ 390, GOÄ 391, GOÄ 435, GOÄ 490, GOÄ 491, GOÄ 493, GOÄ 494, GOÄ 495;GOAE;z 252;
99;GOÄ 253:;253;z 253; Injektion, intravenös;70;1;4,08;2,3;9,38;3,5;14,28;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 271, GOÄ 272, GOÄ 273, GOÄ 274, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 435, GOÄ 451, GOÄ 452, GOÄ 478, GOÄ 479, GOÄ 2029;GOAE;z 253;
100;GOÄ 254:;254;z 254; Injektion, intraarteriell;80;1;4,66;2,3;10,72;3,5;16,32;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 258, GOÄ 277, GOÄ 278, GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 435, GOÄ 2029;GOAE;z 254;
101;GOÄ 255:;255;z 255; Injektion, intraartikulär oder perineural;95;1;5,54;2,3;12,74;3,5;19,38;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 267, GOÄ 268, GOÄ 300, GOÄ 301, GOÄ 302, GOÄ 303, GOÄ 305, GOÄ 305a, GOÄ 372, GOÄ 373, GOÄ 435, GOÄ 493;GOAE;z 255;
102;GOÄ 256:;256;z 256; Injektion in den Periduralraum;185;1;10,78;2,3;24,8;3,5;37,74;Ausschlussziffern: GOÄ 200, GOÄ 305, GOÄ 305a, GOÄ 435, GOÄ 469, GOÄ 470, GOÄ 471, GOÄ 472, GOÄ 473, GOÄ 474, GOÄ 475;GOAE;z 256;
103;GOÄ 257:;257;z 257; Injektion in den Subarachnoidalraum;400;1;23,31;2,3;53,62;3,5;81,6;Ausschlussziffern: GOÄ 200, GOÄ 305, GOÄ 305a, GOÄ 340, GOÄ 370, GOÄ 435, GOÄ 470, GOÄ 471, GOÄ 472, GOÄ 473, GOÄ 474, GOÄ 475;GOAE;z 257;
104;GOÄ 258:;258;z 258; Injektion, intraaortal oder intrakardial -ausgenommen bei liegendem Aorten- oder Herzkatheter –;180;1;10,49;2,3;24,13;3,5;36,72;Ausschlussziffern: GOÄ 200, GOÄ 254, GOÄ 350, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 435, GOÄ 2029;GOAE;z 258;
105;GOÄ 259:;259;z 259; Legen eines Periduralkatheters – in Verbindung mit der Anlage eines subkutanen Medikamentenreservoirs –;600;1;34,97;2,3;80,44;3,5;122,4;Ausschlussziffern: GOÄ 200, GOÄ 435, GOÄ 470, GOÄ 471, GOÄ 472, GOÄ 473, GOÄ 474, GOÄ 475;GOAE;z 259;
106;GOÄ 260:;260;z 260; Legen eines arteriellen Katheters oder eines zentralen Venenkatheters – einschließlich Fixation –;200;1;11,66;2,3;26,81;3,5;40,8;Ausschlussziffern: GOÄ 200, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 435, GOÄ 626, GOÄ 627, GOÄ 628, GOÄ 629, GOÄ 630, GOÄ 631, GOÄ 632, GOÄ 648;GOAE;z 260;
107;GOÄ 261:;261;z 261; Einbringung von Arzneimitteln in einen parenteralen Katheter;30;1;1,75;2,3;4,02;3,5;6,12;Ausschlussziffern: GOÄ 200, GOÄ 250, GOÄ 251, GOÄ 252, GOÄ 253, GOÄ 254, GOÄ 256, GOÄ 258, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 435, GOÄ 473, GOÄ 474, GOÄ 475;GOAE;z 261;
108;GOÄ 262:;262;z 262; Transfemorale Blutentnahme mittels Katheter aus dem Bereich der Nierenvene(n);450;1;26,23;2,3;60,33;3,5;91,8;Ausschlussziffern: GOÄ 200, GOÄ 260, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 435, GOÄ 626, GOÄ 627, GOÄ 628, GOÄ 629, GOÄ 630;GOAE;z 262;
109;GOÄ 263:;263;z 263; Subkutane Hyposensibilisierungsbehandlung (Desensibilisierung), je Sitzung;90;1;5,25;2,3;12,07;3,5;18,36;Ausschlussziffern: GOÄ 56, GOÄ 200, GOÄ 435;GOAE;z 263;
110;GOÄ 264:;264;z 264; Injektions- und/oder Infiltrationsbehandlung der Prostata, je Sitzung;120;1;6,99;2,3;16,09;3,5;24,48;Ausschlussziffern: GOÄ 267, GOÄ 319, GOÄ 435;GOAE;z 264;
111;GOÄ 265:;265;z 265; Auffüllung eines subkutanen Medikamentenreservoirs oder Spülung eines Ports, je Sitzung;60;1;3,5;2,3;8,04;3,5;12,24;Ausschlussziffern: GOÄ 200, GOÄ 252, GOÄ 253, GOÄ 303, GOÄ 435;GOAE;z 265;
112;GOÄ 265a:;265a;z 265a; Auffüllung eines Hautexpanders, je Sitzung;90;1;5,25;2,3;12,07;3,5;18,36;Ausschlussziffern: GOÄ 200, GOÄ 252, GOÄ 253, GOÄ 303, GOÄ 435;GOAE;z 265a;
113;GOÄ 266:;266;z 266; Intrakutane Reiztherapie (Quaddelbehandlung), je Sitzung;60;1;3,5;2,3;8,04;3,5;12,24;Ausschlussziffern: GOÄ 200, GOÄ 390, GOÄ 391, GOÄ 435, GOÄ 490, GOÄ 491;GOAE;z 266;
114;GOÄ 267:;267;z 267; Medikamentöse Infiltrationsbehandlung im Bereich einer Körperregion, auch paravertebrale oder perineurale oder perikapsuläre oder retrobulbäre Injektion und/oder Infiltration, je Sitzung;80;1;4,66;2,3;10,72;3,5;16,32;Ausschlussziffern: GOÄ 200, GOÄ 268, GOÄ 390, GOÄ 391, GOÄ 435, GOÄ 490, GOÄ 491, GOÄ 493, GOÄ 494, GOÄ 495;GOAE;z 267;
115;GOÄ 268:;268;z 268; Medikamentöse Infiltrationsbehandlung im Bereich mehrerer Körperregionen (auch eine Körperregion beidseitig), je Sitzung;130;1;7,58;2,3;17,43;3,5;26,52;Ausschlussziffern: GOÄ 200, GOÄ 267, GOÄ 390, GOÄ 391, GOÄ 435, GOÄ 491, GOÄ 493, GOÄ 494, GOÄ 495;GOAE;z 268;
116;GOÄ 269:;269;z 269; Akupunktur (Nadelstich-Technik) zur Behandlung von Schmerzen, je Sitzung;200;1;11,66;2,3;26,81;3,5;40,8;Ausschlussziffern: GOÄ 269a;GOAE;z 269;
117;GOÄ 269a:;269a;z 269a; Akupunktur (Nadelstich-Technik) mit einer Mindestdauer von 20 Minuten zur Behandlung von Schmerzen, je Sitzung;350;1;20,4;2,3;46,92;3,5;71,4;Ausschlussziffern: GOÄ 269;GOAE;z 269a;
118;GOÄ 270:;270;z 270; Infusion, subkutan;80;1;4,66;2,3;10,72;3,5;16,32;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 252, GOÄ 263, GOÄ 303, GOÄ 435;GOAE;z 270;
119;GOÄ 271:;271;z 271; Infusion, intravenös, bis zu 30 Minuten Dauer;120;1;6,99;2,3;16,09;3,5;24,48;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 272, GOÄ 273, GOÄ 274, GOÄ 275, GOÄ 276, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 435, GOÄ 451, GOÄ 452, GOÄ 478, GOÄ 479, GOÄ 2029;GOAE;z 271;
120;GOÄ 272:;272;z 272; Infusion, intravenös, von mehr als 30 Minuten Dauer;180;1;10,49;2,3;24,13;3,5;36,72;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 273, GOÄ 274, GOÄ 275, GOÄ 276, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 435, GOÄ 451, GOÄ 452, GOÄ 478, GOÄ 479, GOÄ 2029;GOAE;z 272;
121;GOÄ 273:;273;z 273; Infusion, intravenös – gegebenenfalls mittels Nabelvenenkatheter oder in die Kopfvene -, bei einem Kind bis zum vollendeten 4. Lebensjahr;180;1;10,49;2,3;24,13;3,5;36,72;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 272, GOÄ 274, GOÄ 275, GOÄ 276, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 435, GOÄ 451, GOÄ 452;GOAE;z 273;
122;GOÄ 274:;274;z 274; Dauertropfinfusion, intravenös, von mehr als 6 Stunden Dauer – gegebenenfalls einschließlich Infusionsplan und Bilanzierung –;320;1;18,65;2,3;42,9;3,5;65,28;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 272, GOÄ 273, GOÄ 275, GOÄ 276, GOÄ 345, GOÄ 346, GOÄ 347, GOÄ 435, GOÄ 451, GOÄ 452, GOÄ 478, GOÄ 479, GOÄ 2029;GOAE;z 274;
123;GOÄ 275:;275;z 275; Dauertropfinfusion von Zytostatika, von mehr als 90 Minuten Dauer;360;1;20,98;2,3;48,26;3,5;73,44;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 272, GOÄ 273, GOÄ 274, GOÄ 276, GOÄ 435, GOÄ 2029;GOAE;z 275;
124;GOÄ 276:;276;z 276; Dauertropfinfusion von Zytostatika, von mehr als 6 Stunden Dauer;540;1;31,48;2,3;72,39;3,5;110,16;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 272, GOÄ 273, GOÄ 274, GOÄ 275, GOÄ 435, GOÄ 2029;GOAE;z 276;
125;GOÄ 277:;277;z 277; Infusion, intraarteriell, bis zu 30 Minuten Dauer;180;1;10,49;2,3;24,13;3,5;36,72;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 254, GOÄ 258, GOÄ 278, GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 435, GOÄ 2029;GOAE;z 277;
126;GOÄ 278:;278;z 278; Infusion, intraarteriell, von mehr als 30 Minuten Dauer;240;1;13,99;2,3;32,17;3,5;48,96;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 254, GOÄ 258, GOÄ 277, GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 435, GOÄ 2029;GOAE;z 278;
127;GOÄ 279:;279;z 279; Infusion in das Knochenmark;180;1;10,49;2,3;24,13;3,5;36,72;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 311, GOÄ 312, GOÄ 435;GOAE;z 279;
128;GOÄ 280:;280;z 280; Transfusion der ersten Blutkonserve (auch Frischblut) oder des ersten Blutbestandteilpräparats – einschließlich Identitätssicherung im ABO-System (bedside-test) und Dokumentation der Konserven- bzw. ChargenNummer –;330;1;19,23;2,3;44,24;3,5;67,32;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 272, GOÄ 273, GOÄ 281, GOÄ 286, GOÄ 286a, GOÄ 287, GOÄ 435, GOÄ 2029;GOAE;z 280;
129;GOÄ 281:;281;z 281; Transfusion der ersten Blutkonserve (auch Frischblut) oder des ersten Blutbestandteilpräparats bei einem Neugeborenen – einschließlich Nabelvenenkatheterismus, Identitätssicherung im ABO-System (bedside-test) und Dokumentation der Konserven- bzw. Chargen-Nummer –;450;1;26,23;2,3;60,33;3,5;91,8;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 272, GOÄ 273, GOÄ 280, GOÄ 286, GOÄ 286a, GOÄ 287, GOÄ 435, GOÄ 2029;GOAE;z 281;
130;GOÄ 282:;282;z 282; Transfusion jeder weiteren Blutkonserve (auch Frischblut) oder jedes weiteren Blutbestandteilpräparats im Anschluß an die Leistungen nach Nummer 280 oder 281 – einschließlich Identitätssicherung im ABO-System (bedside-test) und Dokumentation der Konserven- bzw. Chargen-Nummer –;150;1;8,74;2,3;20,11;3,5;30,6;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 272, GOÄ 273, GOÄ 286, GOÄ 286a, GOÄ 287, GOÄ 435, GOÄ 2029;GOAE;z 282;
131;GOÄ 283:;283;z 283; Infusion in die Aorta bei einem Neugeborenen mittels transumbilikalem Aortenkatheter – einschließlich der Anlage des Katheters –;500;1;29,14;2,3;67,03;3,5;102;Ausschlussziffern: GOÄ 200, GOÄ 254, GOÄ 261, GOÄ 273, GOÄ 277, GOÄ 278, GOÄ 350, GOÄ 351, GOÄ 355, GOÄ 356, GOÄ 357, GOÄ 360, GOÄ 361, GOÄ 435;GOAE;z 283;
132;GOÄ 284:;284;z 284; Eigenbluteinspritzung – einschließlich Blutentnahme –;90;1;5,25;2,3;12,07;3,5;18,36;Ausschlussziffern: GOÄ 200, GOÄ 250, GOÄ 251, GOÄ 252, GOÄ 253, GOÄ 285, GOÄ 286, GOÄ 286a, GOÄ 287, GOÄ 288, GOÄ 289, GOÄ 435;GOAE;z 284;
133;GOÄ 285:;285;z 285; Aderlaß aus der Vene oder Arterie mit Entnahme von mindestens 200 Milliliter Blut – gegebenenfalls einschließlich Verband –;110;1;6,41;2,3;14,75;3,5;22,44;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 250, GOÄ 251, GOÄ 262, GOÄ 284, GOÄ 288, GOÄ 289, GOÄ 435, GOÄ 2029;GOAE;z 285;
134;GOÄ 286:;286;z 286; Reinfusion der ersten Einheit (mindestens 200 Milliliter) Eigenblut oder Eigenplasma – einschließlich Identitätssicherung im ABO-System (bedside-test) –;220;1;12,82;2,3;29,49;3,5;44,88;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 272, GOÄ 273, GOÄ 280, GOÄ 282, GOÄ 435, GOÄ 2029;GOAE;z 286;
135;GOÄ 286a:;286a;z 286a; Reinfusion jeder weiteren Einheit (mindestens 200 Milliliter) Eigenblut oder Eigenplasma im Anschluß an die Leistung nach der Nummer 286 – einschließlich Identitätssicherung im ABO-System (bedside-test) –;100;1;5,83;2,3;13,41;3,5;20,4;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 253, GOÄ 271, GOÄ 273, GOÄ 280, GOÄ 282, GOÄ 435, GOÄ 2029;GOAE;z 286a;
136;GOÄ 287:;287;z 287; Blutaustauschtransfusion (z.B. bei schwerster Intoxikation);800;1;46,63;2,3;107,25;3,5;163,2;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 250, GOÄ 251, GOÄ 285, GOÄ 286, GOÄ 286a, GOÄ 288, GOÄ 289, GOÄ 2029;GOAE;z 287;
137;GOÄ 288:;288;z 288; Präoperative Entnahme einer Einheit Eigenblut (mindestens 400 Milliliter) zur späteren Retransfusion bei Aufbewahrung als Vollblutkonserve – gegebenenfalls einschließlich Konservierung –;230;1;13,41;2,3;30,83;3,5;46,92;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 250, GOÄ 251, GOÄ 289, GOÄ 435, GOÄ 2029;GOAE;z 288;
138;GOÄ 289:;289;z 289; Präoperative Entnahme einer Einheit Eigenblut (mindestens 400 Milliliter) zur späteren Retransfusion – einschließlich Auftrennung des Patientenblutes in ein Erythrozytenkonzentrat und eine Frischplasmakonserve, Versetzen des Erythrozytenkonzentrats mit additiver Lösung und anschließender Aufbewahrung bei +2 Grad C bis +6 Grad C sowie Schockgefrieren des Frischplasmas und anschließender Aufbewahrung bei -30 Grad C oder darunter –;350;1;20,4;2,3;46,92;3,5;71,4;Ausschlussziffern: GOÄ 200, GOÄ 204, GOÄ 250, GOÄ 251, GOÄ 288, GOÄ 435, GOÄ 2029;GOAE;z 289;
